Bankleitzahl;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC
54580020;Commerzbank vormals Dresdner Bank;67003;Ludwigshafen am Rhein;Commerzbank Ludwigshafen;28545;DRESDEFF545
54620093;UniCredit Bank - HypoVereinsbank;67402;Neustadt an der Weinstraße;UniCredit Bank-HypoVereinbk;22063;HYVEDEMM620
54640035;Commerzbank;67403;Neustadt an der Weinstraße;Commerzbank Neustadt Weinst;24675;COBADEFFXXX
54651240;Sparkasse Rhein-Haardt;67087;Bad Dürkheim;Spk Rhein-Haardt;55404;MALADE51DKH
54661800;Raiffeisenbank Freinsheim;67248;Freinsheim;Raiffeisenbank Freinsheim;65176;GENODE61FSH
54663270;Raiffeisenbank Friedelsheim-Rödersheim;67159;Friedelsheim;Raiffbk Friedelsheim;65284;GENODE61FHR
54670024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);67433;Neustadt an der Weinstraße;DB PFK (Deutsche Bank PGK);21198;DEUTDEDB546
54670024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);67085;Bad Dürkheim;DB PFK (Deutsche Bank PGK);21198;DEUTDEDB552
54670024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);76829;Landau in der Pfalz;DB PFK (Deutsche Bank PGK);21198;DEUTDEDB548
54670095;Deutsche Bank;67433;Neustadt an der Weinstraße;Deutsche Bank Neustadt Wstr;27198;DEUTDESM546
54670095;Deutsche Bank;67085;Bad Dürkheim;Deutsche Bank Bad Dürkheim;27198;DEUTDESM552
54670095;Deutsche Bank;76829;Landau in der Pfalz;Deutsche Bank Landau Pfalz;27198;DEUTDESM548
54680022;Commerzbank vormals Dresdner Bank;67403;Neustadt an der Weinstraße;Commerzbank Neustadt;28546;DRESDEFF546
54690623;apoBank;67403;Neustadt an der Weinstraße;apoBank Neustadt, Weinstr;95100;DAAEDED1023
54691200;VR Bank Mittelhaardt;67098;Bad Dürkheim;VR Bank Mittelhaardt;95128;GENODE61DUW
54750010;Kreis- und Stadtsparkasse Speyer;67343;Speyer;Kr u St Spk Speyer;55454;MALADE51SPY
54790000;Vereinigte VR Bank Kur- und Rheinpfalz;67346;Speyer;VerVR Bank Kur-u Rheinpfalz;95024;GENODE61SPE
54850010;Sparkasse Südliche Weinstraße in Landau;76825;Landau in der Pfalz;Spk Südl Weinstr in Landau;55429;SOLADES1SUW
54851440;Sparkasse Germersheim-Kandel;76866;Kandel;Spk Kandel Pfalz;55422;MALADE51KAD
54862500;VR Bank Südpfalz;76829;Landau in der Pfalz;VR Bank Südpfalz;65632;GENODE61SUW
54891300;VR Bank Südliche Weinstraße-Wasgau;76887;Bad Bergzabern;VR Bank Südl Weinstr-Wasgau;95140;GENODE61BZA
55000000;Bundesbank;55020;Mainz;BBk Mainz;20550;MARKDEF1550
55010400;Aareal Bank GF - BK01 -;65189;Wiesbaden;Aareal Bank GF - BK01 -;26917;AARBDE5WDOM
55010424;Aareal Bank;55027;Mainz;Aareal Bank;26915;AARBDE5W550
55010625;Aareal Bank Clearing Wiesbaden;65189;Wiesbaden;Aareal Clearing Wiesbaden;;AARBDE5WCLE
55010800;Investitions- und Strukturbank RP;55020;Mainz;ISB RP;;ISBRDE55XXX
55020000;BHF-BANK;55116;Mainz;BHF-BANK Mainz;25164;BHFBDEFF550
55020100;Bausparkasse Mainz;55004;Mainz;Bausparkasse Mainz;;BKMZDE51XXX
55020486;UniCredit Bank - HypoVereinsbank;55005;Mainz;UniCredit Bank-HypoVereinbk;22054;HYVEDEMM486
55020500;Bank für Sozialwirtschaft;55004;Mainz;Bank für Sozialwirtschaft;25019;BFSWDE33MNZ
55020555;Bank für Sozialwirtschaft;55116;Mainz;Sozialbank Mainz;;BFSWDE33MNZ
55020600;Aareal Bank (formerly Westdeutsche ImmobilienBank);65189;Wiesbaden;Aareal Bank;;IMMODE5MXXX
55020700;Süd-West-Kreditbank Finanzierung;55387;Bingen am Rhein;SWK-Bank Bingen;;SUFGDE51XXX
55030500;TARGOBANK Gf FG;55014;Mainz;TARGOBANK Gf FG;;CPLADE55XXX
55033300;Santander Consumer Bank;55116;Mainz;Santander Bank Mainz;29415;SCFBDE33XXX
55040022;Commerzbank;55002;Mainz;Commerzbank Mainz;24550;COBADEFFXXX
55040060;Commerzbank CC;55116;Mainz;Commerzbank CC Mainz;;COBADEFFXXX
55040061;Commerzbank CC;55116;Mainz;Commerzbank CC Mainz;;COBADEFFXXX
55050000;ZV Landesbank Baden-Württemberg;55098;Mainz;ZV LBBW Mainz;55500;SOLADEST550
55050120;Sparkasse Mainz;55028;Mainz;Sparkasse Mainz;55536;MALADE51MNZ
55060611;Genobank Mainz;55054;Mainz;Genobank Mainz;65053;GENODE51MZ6
55060831;apoBank;55007;Mainz;apoBank Mainz;65057;DAAEDED1031
55061303;Budenheimer Volksbank;55254;Budenheim;Budenheimer Volksbank;65093;GENODE51BUD
55070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);55007;Mainz;DB PFK (Deutsche Bank PGK);21160;DEUTDEDBMAI
55070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);55382;Bingen am Rhein;DB PFK (Deutsche Bank PGK);21160;DEUTDEDB563
55070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);65452;Ginsheim-Gustavsburg;DB PFK (Deutsche Bank PGK);21160;DEUTDEDB561
55070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);55204;Ingelheim am Rhein;DB PFK (Deutsche Bank PGK);21160;DEUTDEDB551
55070040;Deutsche Bank;55020;Mainz;Deutsche Bank Mainz;27160;DEUTDE5MXXX
55070040;Deutsche Bank;55382;Bingen am Rhein;Deutsche Bank Bingen Rhein;27160;DEUTDE5M552
55070040;Deutsche Bank;65452;Ginsheim-Gustavsburg;Deutsche Bank Ginsheim-Gust;27160;DEUTDE5M550
55070040;Deutsche Bank;55204;Ingelheim am Rhein;Deutsche Bank Ingelheim Rhe;27160;DEUTDE5M551
55080044;Commerzbank, TF MZ 1;55006;Mainz;CommerzBk TF MZ 1, Mainz;28548;COBADEFFXXX
55080065;Commerzbank vormals Dresdner Bank;55006;Mainz;Commerzbank Mainz;28550;DRESDEFF550
55080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;55002;Mainz;Commerzbank ITGK1 Mainz;;DRESDEFFJ20
55080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;55002;Mainz;Commerzbank ITGK2 Mainz;;DRESDEFFJ21
55080088;Commerzbank, TF MZ 2;55006;Mainz;CommerzBk TF MZ 2, Mainz;28551;DRESDEFF555
55090500;Sparda-Bank Südwest;55129;Mainz;Sparda-Bank Südwest;95096;GENODEF1S01
55091200;Volksbank Alzey-Worms;67547;Worms;Volksbank Alzey-Worms;95129;GENODE61AZY
55150098;Clearingkonto LRP-SI;55098;Mainz;Clearingkonto LRP-SI;;MALADE51EMZ
55160195;Pax-Bank;55023;Mainz;Pax-Bank Mainz;65022;GENODED1PA4
55190000;Mainzer Volksbank;55020;Mainz;Mainzer Volksbank Mainz;95026;MVBMDE55XXX
55340041;Commerzbank;67501;Worms;Commerzbank Worms;24558;COBADEFFXXX
55350010;Sparkasse Worms-Alzey-Ried;67545;Worms;Sparkasse Worms-Alzey-Ried;55561;MALADE51WOR
55361202;VR Bank;67577;Alsheim;VR Bank;65077;GENODE51AHM
56020086;UniCredit Bank - HypoVereinsbank;55501;Bad Kreuznach;UniCredit Bank-HypoVereinbk;22009;HYVEDEMM515
56050180;Sparkasse Rhein-Nahe;55541;Bad Kreuznach;Sparkasse Rhein-Nahe;55606;MALADE51KRE
56051790;Kreissparkasse Rhein-Hunsrück;55463;Simmern;Kr Spk Rhein-Hunsrück;55652;MALADE51SIM
56061151;Raiffeisenbank Kastellaun;56284;Kastellaun;Raiffeisenbank Kastellaun;65074;GENODED1KSL
56061472;Volksbank Hunsrück-Nahe;55469;Simmern;VB Hunsrück-Nahe;65122;GENODED1KHK
56062227;Volksbank Rheinböllen;55492;Rheinböllen;Volksbank Rheinböllen;65213;GENODED1RBO
56070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);55504;Bad Kreuznach;DB PFK (Deutsche Bank PGK);21056;DEUTDEDB560
56070040;Deutsche Bank;55504;Bad Kreuznach;Deutsche Bank Bad Kreuznach;27056;DEUTDE5M560
56090000;Volksbank Rhein-Nahe-Hunsrück;55543;Bad Kreuznach;VB Rhein-Nahe-Hunsrück;95029;GENODE51KRE
56240050;Commerzbank;55701;Idar-Oberstein;Commerzbank Idar-Oberstein;24553;COBADEFFXXX
56250030;Kreissparkasse Birkenfeld;55701;Idar-Oberstein;Kr Spk Birkenfeld;55619;BILADE55XXX
56261735;Raiffeisenbank Nahe;55743;Fischbach;Raiffeisenbank Nahe;65168;GENODED1FIN
56270024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);55702;Idar-Oberstein;DB PFK (Deutsche Bank PGK);21164;DEUTDEDB562
56270044;Deutsche Bank;55702;Idar-Oberstein;Deutsche Bank Idar-Oberst;27164;DEUTDE5M562
57000000;Bundesbank;56010;Koblenz;BBk Koblenz;20570;MARKDEF1570
57020086;UniCredit Bank - HypoVereinsbank;56003;Koblenz;UniCredit Bank-HypoVereinbk;22044;HYVEDEMM401
57020301;MMV Bank;56073;Koblenz;MMV Bank Koblenz;25301;MKBKDE51XXX
57020500;Oyak Anker Bank;60528;Frankfurt am Main;Oyak Anker Bank;25020;OYAKDE5KXXX
57020600;Debeka Bausparkasse;56054;Koblenz;Debeka Bauspk Koblenz;;DEBKDE51XXX
57040044;Commerzbank;56004;Koblenz;Commerzbank Koblenz;24554;COBADEFFXXX
57050120;Sparkasse Koblenz;56013;Koblenz;Sparkasse Koblenz;55725;MALADE51KOB
57060000;DZ BANK;56016;Koblenz;DZ BANK Koblenz;65003;GENODEDD570
57060612;apoBank;56007;Koblenz;apoBank Koblenz;65054;DAAEDED1012
57060612;apoBank;54201;Trier;apoBank Trier;65054;DAAEDED1044
57062675;Raiffeisenbank;56357;Niederwallmenach;Raiffbk Niederwallmenach;65631;GENODE51NWA
57069081;Raiffeisenbank Moselkrampen;56814;Ernst;Raiffeisenbank Moselkrampen;65361;GENODED1MOK
57069144;Raiffeisenbank Eifeltor;56759;Kaisersesch;Raiffbk Eifeltor;65389;GENODED1KAI
57069238;Raiffeisenbank Neustadt;53573;Neustadt (Wied);Raiffbk Neustadt;65418;GENODED1ASN
57069257;Raiffeisenbank Untermosel;56251;Treis-Karden;Raiffbk Untermosel;65424;GENODED1UMO
57069361;Raiffeisenbank Welling;56753;Welling;Raiffeisenbank Welling;65444;GENODED1WLG
57069727;Raiffeisenbank Irrel;54666;Irrel;Raiffeisenbank Irrel;65530;GENODED1IRR
57069806;VR-Bank Hunsrück-Mosel;54494;Morbach;VR-Bank Hunsrück-Mosel;65545;GENODED1MBA
57070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56005;Koblenz;DB PFK (Deutsche Bank PGK);21165;DEUTDEDB570
57070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56155;Bendorf;DB PFK (Deutsche Bank PGK);21165;DEUTDEDB572
57070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56136;Boppard;DB PFK (Deutsche Bank PGK);21165;DEUTDEDB571
57070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56203;Höhr-Grenzhausen;DB PFK (Deutsche Bank PGK);21165;DEUTDEDB577
57070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56101;Lahnstein;DB PFK (Deutsche Bank PGK);21165;DEUTDEDB573
57070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56404;Montabaur;DB PFK (Deutsche Bank PGK);21165;DEUTDEDB578
57070045;Deutsche Bank;56005;Koblenz;Deutsche Bank Koblenz;27165;DEUTDE5M570
57070045;Deutsche Bank;56155;Bendorf;Deutsche Bank Bendorf Rhein;27165;DEUTDE5M572
57070045;Deutsche Bank;56101;Lahnstein;Deutsche Bank Lahnstein;27165;DEUTDE5M573
57070045;Deutsche Bank;56203;Höhr-Grenzhausen;Deutsche Bank Höhr-Grenzhau;27165;DEUTDE5M577
57070045;Deutsche Bank;56136;Boppard;Deutsche Bank Boppard;27165;DEUTDE5M571
57070045;Deutsche Bank;56404;Montabaur;Deutsche Bank Montabaur;27165;DEUTDE5M578
57080070;Commerzbank vormals Dresdner Bank;56005;Koblenz;Commerzbank Koblenz;28570;DRESDEFF570
57090900;PSD Bank Koblenz;56068;Koblenz;PSD Bank Koblenz;95108;GENODEF1P12
57092800;Volksbank Rhein-Lahn-Limburg;65582;Diez;VB Rhein-Lahn-Limburg;95204;GENODE51DIE
57263015;Raiffeisenbank Unterwesterwald;56337;Arzbach;Raiffeisenbank Arzbach;65276;GENODE51ARZ
57351030;Sparkasse Westerwald-Sieg;56470;Bad Marienberg (Westerwald);Sparkasse Westerwald-Sieg;55702;MALADE51AKI
57361476;Volksbank Gebhardshain;57580;Gebhardshain;Volksbank Gebhardshain;65125;GENODED1GBS
57391200;Volksbank Daaden;57567;Daaden;Volksbank Daaden;95130;GENODE51DAA
57391500;Volksbank Hamm, Sieg;57573;Hamm (Sieg);VB Hamm, Sieg Hamm, Sieg;95155;GENODE51HAM
57391800;Westerwald Bank;56410;Montabaur;Westerwald Bank;95173;GENODE51WW1
57450120;Sparkasse Neuwied;56510;Neuwied;Sparkasse Neuwied;55743;MALADE51NWD
57460117;Volks- und Raiffeisenbank Neuwied-Linz;56536;Neuwied;VR-Bank Neuwied-Linz;65019;GENODED1NWD
57470024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56504;Neuwied;DB PFK (Deutsche Bank PGK);21166;DEUTDEDB574
57470024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56601;Andernach;DB PFK (Deutsche Bank PGK);21166;DEUTDEDB575
57470024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56702;Mayen;DB PFK (Deutsche Bank PGK);21166;DEUTDEDB576
57470024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56572;Weißenthurm;DB PFK (Deutsche Bank PGK);21166;DEUTDEDB579
57470047;Deutsche Bank;56504;Neuwied;Deutsche Bank Neuwied;27166;DEUTDE5M574
57470047;Deutsche Bank;56601;Andernach;Deutsche Bank Andernach;27166;DEUTDE5M575
57470047;Deutsche Bank;56702;Mayen;Deutsche Bank Mayen;27166;DEUTDE5M576
57470047;Deutsche Bank;56572;Weißenthurm;Deutsche Bank Weißenthurm;27166;DEUTDE5M579
57650010;Kreissparkasse Mayen;56705;Mayen;Kr Spk Mayen;55738;MALADE51MYN
57661253;Raiffeisenbank;56729;Kehrig;Raiffeisenbank Kehrig;65090;GENODED1KEH
57662263;VR Bank Rhein-Mosel;56299;Ochtendung;VR Bank Rhein-Mosel;65215;GENODED1MPO
57751310;Kreissparkasse Ahrweiler;53458;Bad Neuenahr-Ahrweiler;Kr Spk Ahrweiler;55701;MALADE51AHR
57761591;Volksbank RheinAhrEifel;56068;Koblenz;VB RheinAhrEifel;65140;GENODED1BNA
57761599;Volksbank RheinAhrEifel (Gf GAA);56068;Koblenz;Voba RheinAhrEifel GAA;;GENODED1BNA
57762265;Raiffeisenbank Grafschaft-Wachtberg;53501;Grafschaft;Raiffbk Grafschaft-Wachtbg;65216;GENODED1GRO
58520086;UniCredit Bank - HypoVereinsbank;54203;Trier;UniCredit Bank-HypoVereinbk;22089;HYVEDEMM437
58540035;Commerzbank;54204;Trier;Commerzbank Trier;24557;COBADEFFXXX
58550130;Sparkasse Trier;54215;Trier;Sparkasse Trier;55856;TRISDE55XXX
58560103;Volksbank Trier;54228;Trier;Volksbank Trier;65014;GENODED1TVB
58560294;Pax-Bank;54220;Trier;Pax-Bank Trier;65033;GENODED1PA3
58561771;Raiffeisenbank Mehring-Leiwen;54340;Leiwen;Raiffbk Mehring-Leiwen;65174;GENODED1MLW
58570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);54205;Trier;DB PFK (Deutsche Bank PGK);21168;DEUTDEDB585
58570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);54321;Konz;DB PFK (Deutsche Bank PGK);21168;DEUTDEDB580
58570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);54501;Wittlich;DB PFK (Deutsche Bank PGK);21168;DEUTDEDB586
58570048;Deutsche Bank;54205;Trier;Deutsche Bank Trier;27168;DEUTDE5M585
58570048;Deutsche Bank;54321;Konz;Deutsche Bank Konz;27168;DEUTDE5M590
58570048;Deutsche Bank;54501;Wittlich;Deutsche Bank Wittlich;27168;DEUTDE5M586
58580074;Commerzbank vormals Dresdner Bank;54205;Trier;Commerzbank Trier;28585;DRESDEFF585
58590900;PSD Bank Trier Ndl der PSD Bank West;54290;Trier;PSD Bank Trier;95109;GENODEF1P21
58650030;Kreissparkasse Bitburg-Prüm;54623;Bitburg;Kr Spk Bitburg-Prüm;55811;MALADE51BIT
58651240;Kreissparkasse Vulkaneifel;54550;Daun;Kreissparkasse Vulkaneifel;55813;MALADE51DAU
58660101;Volksbank Eifel;54634;Bitburg;Volksbank Eifel;65011;GENODED1BIT
58661901;Raiffeisenbank Westeifel;54687;Arzfeld;Raiffeisenbank Westeifel;65188;GENODED1WSC
58751230;Sparkasse Mittelmosel-Eifel Mosel Hunsrück;54469;Bernkastel-Kues;Spk Mittelmosel EMH;55809;MALADE51BKS
58760954;Vereinigte Volksbank Raiffeisenbank;54516;Wittlich;VVR-Bank Wittlich;65059;GENODED1WTL
58761343;Raiffeisenbank Zeller Land;56867;Briedel;Raiffbk Zeller Land;65104;GENODED1BPU
58771224;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);54461;Bernkastel-Kues;DB PFK (Deutsche Bank PGK);21162;DEUTDEDB587
58771224;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56831;Traben-Trarbach;DB PFK (Deutsche Bank PGK);21162;DEUTDEDB589
58771224;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);56851;Zell (Mosel);DB PFK (Deutsche Bank PGK);21162;DEUTDEDB588
58771242;Deutsche Bank;54461;Bernkastel-Kues;Deutsche Bank Bernkast-Kues;27162;DEUTDE5M587
58771242;Deutsche Bank;56831;Traben-Trarbach;Deutsche Bank Traben-Trarb;27162;DEUTDE5M589
58771242;Deutsche Bank;56851;Zell (Mosel);Deutsche Bank Zell Mosel;27162;DEUTDE5M588
59000000;Bundesbank;66018;Saarbrücken;BBk Saarbrücken;20590;MARKDEF1590
59010011;ZVC FK 11 Postbank Ndl der DB Privat- und Firmenkundenbank;66386;St. Ingbert;ZVCFK11 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010012;ZVC FK 12 Postbank Ndl der DB Privat- und Firmenkundenbank;66538;Neunkirchen;ZVCFK12 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010013;ZVC FK 13 Postbank Ndl der DB Privat- und Firmenkundenbank;66763;Dillingen;ZVCFK13 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010014;ZVC FK 14 Postbank Ndl der DB Privat- und Firmenkundenbank;66333;Völklingen;ZVCFK14 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010015;ZVC FK 15 Postbank Ndl der DB Privat- und Firmenkundenbank;52062;Aachen;ZVCFK15 Postbank Ndl DB PFK;;PBNKDEFF015
59010016;ZVC FK 16 Postbank Ndl der DB Privat- und Firmenkundenbank;76646;Bruchsal;ZVCFK16 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010017;ZVC FK 17 Postbank Ndl der DB Privat- und Firmenkundenbank;37073;Göttingen;ZVCFK17 Postbank Ndl DB PFK;;PBNKDEFF017
59010018;ZVC FK 18 Postbank Ndl der DB Privat- und Firmenkundenbank;22880;Wedel;ZVCFK18 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010019;ZVC FK 19 Postbank Ndl der DB Privat- und Firmenkundenbank;59755;Arnsberg;ZVCFK19 Postbank Ndl DB PFK;;PBNKDEFF019
59010021;ZVC FK 21 Postbank Ndl der DB Privat- und Firmenkundenbank;63739;Aschaffenburg;ZVCFK21 Postbank Ndl DB PFK;;PBNKDEFF021
59010022;ZVC FK 22 Postbank Ndl der DB Privat- und Firmenkundenbank;36037;Fulda;ZVCFK22 Postbank Ndl DB PFK;;PBNKDEFF022
59010023;ZVC FK 23 Postbank Ndl der DB Privat- und Firmenkundenbank;61348;Bad Homburg;ZVCFK23 Postbank Ndl DB PFK;;PBNKDEFF023
59010024;ZVC FK 24 Postbank Ndl der DB Privat- und Firmenkundenbank;50321;Brühl;ZVCFK24 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010025;ZVC FK 25 Postbank Ndl der DB Privat- und Firmenkundenbank;34117;Kassel;ZVCFK25 Postbank Ndl DB PFK;;PBNKDEFF025
59010026;ZVC FK 26 Postbank Ndl der DB Privat- und Firmenkundenbank;87600;Kaufbeuren;ZVCFK26 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010027;ZVC FK 27 Postbank Ndl der DB Privat- und Firmenkundenbank;25421;Pinneberg;ZVCFK27 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010028;ZVC FK 28 Postbank Ndl der DB Privat- und Firmenkundenbank;55232;Alzey;ZVCFK28 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010029;ZVC FK 29 Postbank Ndl der DB Privat- und Firmenkundenbank;61118;Bad Vilbel;ZVCFK29 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010031;ZVC FK 31 Postbank Ndl der DB Privat- und Firmenkundenbank;75015;Bretten;ZVCFK31 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010032;ZVC FK 32 Postbank Ndl der DB Privat- und Firmenkundenbank;18439;Stralsund;ZVCFK32 Postbank Ndl DB PFK;;PBNKDEFF032
59010033;ZVC FK 33 Postbank Ndl der DB Privat- und Firmenkundenbank;95444;Bayreuth;ZVCFK33 Postbank Ndl DB PFK;;PBNKDEFF033
59010034;ZVC FK 34 Postbank Ndl der DB Privat- und Firmenkundenbank;29614;Soltau;ZVCFK34 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010035;ZVC FK 35 Postbank Ndl der DB Privat- und Firmenkundenbank;27755;Delmenhorst;ZVCFK35 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010036;ZVC FK 36 Postbank Ndl der DB Privat- und Firmenkundenbank;93413;Cham;ZVCFK36 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010037;ZVC FK 37 Postbank Ndl der DB Privat- und Firmenkundenbank;50126;Bergheim;ZVCFK37 Postbank Ndl DB PFK;;PBNKDEFF037
59010038;ZVC FK 38 Postbank Ndl der DB Privat- und Firmenkundenbank;86551;Aichach;ZVCFK38 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010039;ZVC FK 39 Postbank Ndl der DB Privat- und Firmenkundenbank;51465;Bergisch Gladbach;ZVCFK39 Postbank Ndl DB PFK;;PBNKDEFF039
59010040;ZVC FK 40 Postbank Ndl der DB Privat- und Firmenkundenbank;71229;Leonberg;ZVCFK40 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010041;ZVC FK 41 Postbank Ndl der DB Privat- und Firmenkundenbank;76726;Germersheim;ZVCFK41 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010042;ZVC FK 42 Postbank Ndl der DB Privat- und Firmenkundenbank;46397;Bocholt;ZVCFK42 Postbank Ndl DB PFK;;PBNKDEFF042
59010044;ZVC FK 44 Postbank Ndl der DB Privat- und Firmenkundenbank;44787;Bochum;ZVCFK44 Postbank Ndl DB PFK;;PBNKDEFF044
59010045;ZVC FK 45 Postbank Ndl der DB Privat- und Firmenkundenbank;63477;Maintal;ZVCFK45 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010047;ZVC FK 47 Postbank Ndl der DB Privat- und Firmenkundenbank;40721;Hilden;ZVCFK47 Postbank Ndl DB PFK;;PBNKDEFF047
59010048;ZVC FK 48 Postbank Ndl der DB Privat- und Firmenkundenbank;50226;Frechen;ZVCFK48 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010049;ZVC FK 49 Postbank Ndl der DB Privat- und Firmenkundenbank;38440;Wolfsburg;ZVCFK49 Postbank Ndl DB PFK;;PBNKDEFF049
59010051;ZVC FK 51 Postbank Ndl der DB Privat- und Firmenkundenbank;49377;Vechta;ZVCFK51 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010052;ZVC FK 52 Postbank Ndl der DB Privat- und Firmenkundenbank;29439;Lüchow (Wendland);ZVCFK52 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010053;ZVC FK 53 Postbank Ndl der DB Privat- und Firmenkundenbank;38102;Braunschweig;ZVCFK53 Postbank Ndl DB PFK;;PBNKDEFF053
59010054;ZVC FK 54 Postbank Ndl der DB Privat- und Firmenkundenbank;49565;Bramsche;ZVCFK54 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010055;ZVC FK 55 Postbank Ndl der DB Privat- und Firmenkundenbank;38350;Helmstedt;ZVCFK55 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010056;ZVC FK 56 Postbank Ndl der DB Privat- und Firmenkundenbank;14712;Rathenow;ZVCFK56 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010057;ZVC FK 57 Postbank Ndl der DB Privat- und Firmenkundenbank;33602;Bielefeld;ZVCFK57 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010058;ZVC FK 58 Postbank Ndl der DB Privat- und Firmenkundenbank;38300;Wolfenbüttel;ZVCFK58 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010059;ZVC FK 59 Postbank Ndl der DB Privat- und Firmenkundenbank;14974;Ludwigsfelde;ZVCFK59 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010061;ZVC FK 61 Postbank Ndl der DB Privat- und Firmenkundenbank;59494;Soest;ZVCFK61 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010062;ZVC FK 62 Postbank Ndl der DB Privat- und Firmenkundenbank;99867;Gotha;ZVCFK62 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010063;ZVC FK 63 Postbank Ndl der DB Privat- und Firmenkundenbank;02977;Hoyerswerda;ZVCFK63 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010064;ZVC FK 64 Postbank Ndl der DB Privat- und Firmenkundenbank;56727;Mayen;ZVCFK64 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010065;ZVC FK 65 Postbank Ndl der DB Privat- und Firmenkundenbank;63571;Gelnhausen;ZVCFK65 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010066;Postbank Ndl der DB Privat- und Firmenkundenbank;66107;Saarbrücken;Postbank Ndl DB PFK;10066;PBNKDEFFXXX
59010068;ZVC FK 68 Postbank Ndl der DB Privat- und Firmenkundenbank;95028;Hof;ZVCFK68 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010069;ZVC FK 69 Postbank Ndl der DB Privat- und Firmenkundenbank;67098;Bad Dürkheim;ZVCFK69 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010071;ZVC FK 71 Postbank Ndl der DB Privat- und Firmenkundenbank;91413;Neustadt a.d.Aisch;ZVCFK71 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010072;ZVC FK 72 Postbank Ndl der DB Privat- und Firmenkundenbank;72072;Tübingen;ZVCFK72 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010073;ZVC FK 73 Postbank Ndl der DB Privat- und Firmenkundenbank;85435;Erding;ZVCFK73 Postbank Ndl DB PFK;;PBNKDEFFXXX
59010074;ZVC FK 74 Postbank Ndl der DB Privat- und Firmenkundenbank;92224;Amberg;ZVCFK74 Postbank Ndl DB PFK;;PBNKDEFFXXX
